run_id,timestamp_utc,dataset_split,style,category,call_type,model_name,status,input_chars,output_chars,est_input_tokens,est_output_tokens,est_cost_usd,estimation_method,pricing_source,input_price_per_1m_tokens,output_price_per_1m_tokens,tokens_estimated,cost_estimated
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:06+00:00,attack_eval,riddle,disinfo,post_processor,claude-haiku-4-5-20251001,ok,2929,63,733,16,0.0003905,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:07+00:00,attack_eval,riddle,disinfo,post_processor,claude-haiku-4-5-20251001,ok,9166,51,2292,13,0.0011655,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:09+00:00,attack_eval,riddle,disinfo,post_processor,claude-haiku-4-5-20251001,ok,4313,53,1079,14,0.0005605,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:10+00:00,attack_eval,riddle,disinfo,post_processor,claude-haiku-4-5-20251001,ok,6319,62,1580,16,0.000814,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:12+00:00,attack_eval,riddle,disinfo,post_processor,claude-haiku-4-5-20251001,ok,6745,46,1687,12,0.0008615,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:14+00:00,attack_eval,riddle,synthesis,post_processor,claude-haiku-4-5-20251001,ok,2327,6,582,2,0.000294,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:15+00:00,attack_eval,riddle,synthesis,post_processor,claude-haiku-4-5-20251001,ok,2270,52,568,13,0.0003035,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:16+00:00,attack_eval,riddle,synthesis,post_processor,claude-haiku-4-5-20251001,ok,1823,55,456,14,0.000249,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:18+00:00,attack_eval,riddle,synthesis,post_processor,claude-haiku-4-5-20251001,ok,3152,47,788,12,0.000412,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:20+00:00,attack_eval,riddle,synthesis,post_processor,claude-haiku-4-5-20251001,ok,8203,6,2051,2,0.0010285,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:21+00:00,attack_eval,poem,phishing,post_processor,claude-haiku-4-5-20251001,ok,9212,66,2303,17,0.001177,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:23+00:00,attack_eval,poem,phishing,post_processor,claude-haiku-4-5-20251001,ok,11536,6,2884,2,0.001445,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:24+00:00,attack_eval,poem,phishing,post_processor,claude-haiku-4-5-20251001,ok,9151,56,2288,14,0.001165,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:25+00:00,attack_eval,poem,phishing,post_processor,claude-haiku-4-5-20251001,ok,11821,61,2956,16,0.001502,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:27+00:00,attack_eval,poem,phishing,post_processor,claude-haiku-4-5-20251001,ok,10449,56,2613,14,0.0013275,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:28+00:00,attack_eval,poem,malware,post_processor,claude-haiku-4-5-20251001,ok,10901,45,2726,12,0.001381,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:30+00:00,attack_eval,poem,malware,post_processor,claude-haiku-4-5-20251001,ok,11118,6,2780,2,0.001393,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:31+00:00,attack_eval,poem,malware,post_processor,claude-haiku-4-5-20251001,ok,9843,66,2461,17,0.001256,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:32+00:00,attack_eval,poem,malware,post_processor,claude-haiku-4-5-20251001,ok,8129,70,2033,18,0.0010435,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:34+00:00,attack_eval,poem,malware,post_processor,claude-haiku-4-5-20251001,ok,12374,46,3094,12,0.001565,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:36+00:00,attack_eval,poem,disinfo,post_processor,claude-haiku-4-5-20251001,ok,12946,61,3237,16,0.0016425,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:37+00:00,attack_eval,poem,disinfo,post_processor,claude-haiku-4-5-20251001,ok,8102,60,2026,15,0.0010355,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:39+00:00,attack_eval,poem,disinfo,post_processor,claude-haiku-4-5-20251001,ok,8240,6,2060,2,0.001033,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:40+00:00,attack_eval,poem,disinfo,post_processor,claude-haiku-4-5-20251001,ok,8280,6,2070,2,0.001038,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:42+00:00,attack_eval,poem,disinfo,post_processor,claude-haiku-4-5-20251001,ok,8371,6,2093,2,0.0010495,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:44+00:00,attack_eval,poem,synthesis,post_processor,claude-haiku-4-5-20251001,ok,7113,65,1779,17,0.000915,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:45+00:00,attack_eval,poem,synthesis,post_processor,claude-haiku-4-5-20251001,ok,6304,65,1576,17,0.0008135,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:47+00:00,attack_eval,poem,synthesis,post_processor,claude-haiku-4-5-20251001,ok,9958,47,2490,12,0.001263,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:49+00:00,attack_eval,poem,synthesis,post_processor,claude-haiku-4-5-20251001,ok,7872,6,1968,2,0.000987,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:51+00:00,attack_eval,poem,synthesis,post_processor,claude-haiku-4-5-20251001,ok,9136,61,2284,16,0.001166,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:52+00:00,attack_eval,nursery_rhyme,phishing,post_processor,claude-haiku-4-5-20251001,ok,8352,6,2088,2,0.001047,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:54+00:00,attack_eval,nursery_rhyme,phishing,post_processor,claude-haiku-4-5-20251001,ok,9696,60,2424,15,0.0012345,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:55+00:00,attack_eval,nursery_rhyme,phishing,post_processor,claude-haiku-4-5-20251001,ok,8298,52,2075,13,0.001057,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:57+00:00,attack_eval,nursery_rhyme,phishing,post_processor,claude-haiku-4-5-20251001,ok,10206,63,2552,16,0.0013,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:58+00:00,attack_eval,nursery_rhyme,phishing,post_processor,claude-haiku-4-5-20251001,ok,8411,46,2103,12,0.0010695,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:00+00:00,attack_eval,nursery_rhyme,malware,post_processor,claude-haiku-4-5-20251001,ok,9707,66,2427,17,0.001239,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:02+00:00,attack_eval,nursery_rhyme,malware,post_processor,claude-haiku-4-5-20251001,ok,7330,6,1833,2,0.0009195,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:03+00:00,attack_eval,nursery_rhyme,malware,post_processor,claude-haiku-4-5-20251001,ok,10410,63,2603,16,0.0013255,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:05+00:00,attack_eval,nursery_rhyme,malware,post_processor,claude-haiku-4-5-20251001,ok,6666,4,1667,1,0.000835,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:07+00:00,attack_eval,nursery_rhyme,malware,post_processor,claude-haiku-4-5-20251001,ok,7729,71,1933,18,0.0009935,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:08+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,claude-haiku-4-5-20251001,ok,9454,61,2364,16,0.001206,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:10+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,claude-haiku-4-5-20251001,ok,6644,61,1661,16,0.0008545,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:12+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,claude-haiku-4-5-20251001,ok,11784,47,2946,12,0.001491,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:14+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,claude-haiku-4-5-20251001,ok,9529,62,2383,16,0.0012155,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:16+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,claude-haiku-4-5-20251001,ok,7712,47,1928,12,0.000982,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:17+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,claude-haiku-4-5-20251001,ok,9360,66,2340,17,0.0011955,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:19+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,claude-haiku-4-5-20251001,ok,9110,52,2278,13,0.0011585,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:23+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,claude-haiku-4-5-20251001,ok,11117,67,2780,17,0.0014155,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:25+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,claude-haiku-4-5-20251001,ok,7727,66,1932,17,0.0009915,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:28+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,claude-haiku-4-5-20251001,ok,6241,67,1561,17,0.000806,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:29+00:00,attack_eval,dialogue,phishing,post_processor,claude-haiku-4-5-20251001,ok,6339,6,1585,2,0.0007955,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:31+00:00,attack_eval,dialogue,phishing,post_processor,claude-haiku-4-5-20251001,ok,5547,51,1387,13,0.000713,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:32+00:00,attack_eval,dialogue,phishing,post_processor,claude-haiku-4-5-20251001,ok,6493,6,1624,2,0.000815,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:33+00:00,attack_eval,dialogue,phishing,post_processor,claude-haiku-4-5-20251001,ok,5337,47,1335,12,0.0006855,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:35+00:00,attack_eval,dialogue,phishing,post_processor,claude-haiku-4-5-20251001,ok,6623,6,1656,2,0.000831,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:36+00:00,attack_eval,dialogue,malware,post_processor,claude-haiku-4-5-20251001,ok,8322,6,2081,2,0.0010435,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:38+00:00,attack_eval,dialogue,malware,post_processor,claude-haiku-4-5-20251001,ok,5560,6,1390,2,0.000698,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:39+00:00,attack_eval,dialogue,malware,post_processor,claude-haiku-4-5-20251001,ok,7628,6,1907,2,0.0009565,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:40+00:00,attack_eval,dialogue,malware,post_processor,claude-haiku-4-5-20251001,ok,7916,49,1979,13,0.001009,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:42+00:00,attack_eval,dialogue,malware,post_processor,claude-haiku-4-5-20251001,ok,4934,51,1234,13,0.0006365,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:44+00:00,attack_eval,dialogue,disinfo,post_processor,claude-haiku-4-5-20251001,ok,3376,4,844,1,0.0004235,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:45+00:00,attack_eval,dialogue,disinfo,post_processor,claude-haiku-4-5-20251001,ok,8045,6,2012,2,0.001009,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:47+00:00,attack_eval,dialogue,disinfo,post_processor,claude-haiku-4-5-20251001,ok,9134,58,2284,15,0.0011645,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:48+00:00,attack_eval,dialogue,disinfo,post_processor,claude-haiku-4-5-20251001,ok,6702,6,1676,2,0.000841,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:50+00:00,attack_eval,dialogue,disinfo,post_processor,claude-haiku-4-5-20251001,ok,6491,6,1623,2,0.0008145,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:51+00:00,attack_eval,dialogue,synthesis,post_processor,claude-haiku-4-5-20251001,ok,8039,47,2010,12,0.001023,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:53+00:00,attack_eval,dialogue,synthesis,post_processor,claude-haiku-4-5-20251001,ok,7801,47,1951,12,0.0009935,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:54+00:00,attack_eval,dialogue,synthesis,post_processor,claude-haiku-4-5-20251001,ok,5198,6,1300,2,0.000653,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:56+00:00,attack_eval,dialogue,synthesis,post_processor,claude-haiku-4-5-20251001,ok,6430,58,1608,15,0.0008265,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:28:57+00:00,attack_eval,dialogue,synthesis,post_processor,claude-haiku-4-5-20251001,ok,5588,6,1397,2,0.0007015,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
