run_id,timestamp_utc,dataset_split,style,category,call_type,model_name,status,input_chars,output_chars,est_input_tokens,est_output_tokens,est_cost_usd,estimation_method,pricing_source,input_price_per_1m_tokens,output_price_per_1m_tokens,tokens_estimated,cost_estimated,topic
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:41+00:00,attack_eval,riddle,disinfo,post_processor,deepseek-chat,ok,4313,6,1079,2,0.00029353,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:42+00:00,attack_eval,riddle,disinfo,post_processor,deepseek-chat,ok,6319,6,1580,2,0.0004288,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:44+00:00,attack_eval,riddle,disinfo,post_processor,deepseek-chat,ok,6745,6,1687,2,0.00045769,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:45+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,2327,6,582,2,0.00015934,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:47+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,2270,6,568,2,0.00015556,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:48+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,1823,6,456,2,0.00012532,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:50+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,3152,6,788,2,0.00021496000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:51+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,8203,6,2051,2,0.00055597,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:53+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,9212,4,2303,1,0.0006229100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:54+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,11536,4,2884,1,0.0007797800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:56+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,9151,4,2288,1,0.00061886,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:08:57+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,11821,4,2956,1,0.00079922,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:00+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,10449,6,2613,2,0.0007077100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:01+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,10901,6,2726,2,0.0007382200000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:03+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,11118,6,2780,2,0.0007528000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:06+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,9843,6,2461,2,0.0006666700000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:07+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,8129,6,2033,2,0.0005511100000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:09+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,12374,6,3094,2,0.0008375800000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:11+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,12946,6,3237,2,0.0008761900000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:12+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8102,4,2026,1,0.00054812,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:13+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8240,4,2060,1,0.0005573,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:15+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8280,6,2070,2,0.0005611000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:16+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8371,6,2093,2,0.00056731,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:17+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,7113,4,1779,1,0.0004814300000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:18+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,6304,4,1576,1,0.00042662000000000006,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:20+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,9958,4,2490,1,0.0006734000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:21+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,7872,6,1968,2,0.0005335600000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:23+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,9136,6,2284,2,0.0006188800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:24+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,8352,6,2088,2,0.00056596,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:26+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,9696,6,2424,2,0.0006566800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:28+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,8298,6,2075,2,0.00056245,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:30+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,10206,4,2552,1,0.0006901400000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:32+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,8411,6,2103,2,0.0005700100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:33+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,9707,6,2427,2,0.0006574900000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:35+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,7330,6,1833,2,0.00049711,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:36+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,10410,4,2603,1,0.0007039100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:38+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,6666,4,1667,1,0.0004511900000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:39+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,7729,6,1933,2,0.0005241100000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:40+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,9454,6,2364,2,0.0006404800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:42+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,6644,4,1661,1,0.00044957000000000005,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:43+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,11784,4,2946,1,0.0007965200000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:45+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,9529,4,2383,1,0.0006445100000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:46+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,7712,4,1928,1,0.0005216600000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:48+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,9360,6,2340,2,0.0006340000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:49+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,9110,4,2278,1,0.00061616,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:50+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,11117,6,2780,2,0.0007528000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:51+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,7727,6,1932,2,0.00052384,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:52+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,6241,6,1561,2,0.00042367,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:53+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,6339,6,1585,2,0.00043015,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:55+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,5547,6,1387,2,0.00037669,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:57+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,6493,6,1624,2,0.00044068,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:09:59+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,5337,6,1335,2,0.00036265000000000006,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:01+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,6623,6,1656,2,0.00044932,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:04+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,8322,6,2081,2,0.0005640700000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:06+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,5560,6,1390,2,0.0003775,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:07+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,7628,6,1907,2,0.00051709,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:09+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,7916,6,1979,2,0.0005365300000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:10+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,4934,6,1234,2,0.00033538,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:12+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,3376,4,844,1,0.00022898000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:13+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,8045,6,2012,2,0.00054544,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:15+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,9134,6,2284,2,0.0006188800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:17+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,6702,6,1676,2,0.00045472000000000004,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:18+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,6491,6,1623,2,0.00044041,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:19+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,8039,6,2010,2,0.0005449000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:21+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,7801,6,1951,2,0.00052897,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:23+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,5198,6,1300,2,0.00035319999999999997,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:24+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,6430,6,1608,2,0.00043636,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:26+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,5588,6,1397,2,0.00037939,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:28+00:00,benign_eval,riddle,,post_processor,deepseek-chat,ok,1967,4,492,1,0.00013394,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,water_cycle
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:31+00:00,benign_eval,poem,,post_processor,deepseek-chat,ok,8449,4,2113,1,0.0005716100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,water_cycle
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:32+00:00,benign_eval,nursery_rhyme,,post_processor,deepseek-chat,ok,5155,4,1289,1,0.00034913000000000007,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,water_cycle
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:33+00:00,benign_eval,dialogue,,post_processor,deepseek-chat,ok,5633,4,1409,1,0.00038153000000000004,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,water_cycle
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:34+00:00,benign_eval,riddle,,post_processor,deepseek-chat,ok,3804,4,951,1,0.00025787000000000005,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,recipe
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:36+00:00,benign_eval,poem,,post_processor,deepseek-chat,ok,6869,4,1718,1,0.00046496000000000005,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,recipe
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:37+00:00,benign_eval,nursery_rhyme,,post_processor,deepseek-chat,ok,4524,4,1131,1,0.00030647000000000004,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,recipe
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:38+00:00,benign_eval,dialogue,,post_processor,deepseek-chat,ok,7016,4,1754,1,0.00047468000000000006,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,recipe
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:40+00:00,benign_eval,riddle,,post_processor,deepseek-chat,ok,2737,4,685,1,0.00018605000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,friendship
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:41+00:00,benign_eval,poem,,post_processor,deepseek-chat,ok,1201,4,301,1,8.237e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,friendship
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:42+00:00,benign_eval,nursery_rhyme,,post_processor,deepseek-chat,ok,2433,4,609,1,0.00016553,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,friendship
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:43+00:00,benign_eval,dialogue,,post_processor,deepseek-chat,ok,8279,4,2070,1,0.0005600000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,friendship
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:45+00:00,benign_eval,riddle,,post_processor,deepseek-chat,ok,4118,4,1030,1,0.00027920000000000006,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,migration
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:46+00:00,benign_eval,poem,,post_processor,deepseek-chat,ok,1316,4,329,1,8.993e-05,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,migration
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:48+00:00,benign_eval,nursery_rhyme,,post_processor,deepseek-chat,ok,1696,4,424,1,0.00011558,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,migration
20260417T140816Z_postprocessing_deepseek_fpr,2026-04-17T14:10:49+00:00,benign_eval,dialogue,,post_processor,deepseek-chat,ok,8063,4,2016,1,0.00054542,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True,migration
